Gender,Age,Under30,SeniorCitizen,Married,Dependents,NumberofDependents,Quarter,ReferredaFriend,Number_of_Referrals,TenureinMonths,Offer,PhoneService,AvgMonthlyLongDistanceCharges,MultipleLines,InternetService,InternetType,AvgMonthlyGBDownload,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod,MonthlyCharge,TotalCharges,TotalRefunds,TotalExtraDataCharges,TotalLongDistanceCharges,TotalRevenue,SatisfactionScore,ChurnLabel,CLTV,Churn,TenureGroup,SpendingGroup
Male,67,No,Yes,Yes,No,0,Q3,No,0,54,,Yes,38.48,Yes,Yes,Fiber Optic,13,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Credit Card,99.05,5295.7,0.0,40,2077.92,7413.62,5,No,4011,0,48+ Months,High
Male,73,No,Yes,Yes,No,0,Q3,Yes,2,69,,Yes,8.3,Yes,Yes,Fiber Optic,14,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Mailed Check,110.55,7610.1,0.0,0,572.7,8182.8,3,No,4887,0,48+ Months,High
Male,72,No,Yes,Yes,No,0,Q3,Yes,7,27,,Yes,41.11,Yes,Yes,Fiber Optic,14,Yes,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,85.9,2220.1,0.0,0,1109.97,3330.07,3,No,5755,0,24-48 Months,High
Female,72,No,Yes,Yes,No,0,Q3,Yes,10,31,Offer C,No,0.0,No,Yes,DSL,21,Yes,Yes,Yes,No,No,Yes,No,Yes,One Year,Yes,Credit Card,50.4,1580.1,0.0,0,0.0,1580.1,3,No,2166,0,24-48 Months,Low
Female,68,No,Yes,No,No,0,Q3,No,0,67,,Yes,48.43,Yes,Yes,DSL,28,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.9,3725.5,0.0,0,3244.81,6970.31,4,No,4826,0,48+ Months,Medium
Female,75,No,Yes,No,No,0,Q3,No,0,55,,Yes,29.6,Yes,Yes,Fiber Optic,3,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,100.15,5409.75,0.0,0,1628.0,7037.75,4,No,5182,0,48+ Months,High
Male,76,No,Yes,Yes,No,0,Q3,Yes,4,54,Offer B,No,0.0,No,Yes,DSL,4,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.95,1364.75,0.0,0,0.0,1364.75,3,No,4691,0,48+ Months,Low
Female,68,No,Yes,No,No,0,Q3,No,0,2,Offer E,Yes,31.74,Yes,Yes,DSL,25,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,56.55,118.25,0.0,0,63.48,181.73,4,No,2069,0,0-12 Months,Medium
Male,65,No,Yes,No,No,0,Q3,No,0,67,,Yes,34.23,No,Yes,Fiber Optic,11,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.05,7171.7,0.0,0,2293.41,9465.11,4,No,4143,0,48+ Months,High
Male,76,No,Yes,Yes,No,0,Q3,Yes,9,65,Offer B,Yes,8.59,Yes,Yes,Fiber Optic,7,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.35,6578.55,0.0,0,558.35,7136.9,5,No,4073,0,48+ Months,High
Female,74,No,Yes,Yes,No,0,Q3,No,0,36,Offer C,Yes,11.32,Yes,Yes,Fiber Optic,16,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,91.95,3301.05,17.76,0,407.52,3690.81,5,No,3273,0,24-48 Months,High
Male,79,No,Yes,No,No,0,Q3,No,0,54,Offer B,Yes,5.14,No,Yes,DSL,6,No,No,Yes,Yes,No,Yes,No,Yes,One Year,No,Bank Withdrawal,65.25,3529.95,33.07,0,277.56,3774.44,4,No,6161,0,48+ Months,Medium
Female,74,No,Yes,No,No,0,Q3,No,0,60,Offer B,Yes,48.92,Yes,Yes,Fiber Optic,11,Yes,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,101.4,6176.6,0.0,0,2935.2,9111.8,4,No,4483,0,48+ Months,High
Female,71,No,Yes,No,No,0,Q3,No,0,63,Offer B,Yes,15.62,Yes,Yes,DSL,18,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,83.0,5243.05,0.0,0,984.06,6227.11,3,No,5428,0,48+ Months,Medium
Male,70,No,Yes,Yes,No,0,Q3,Yes,9,2,Offer E,Yes,34.99,No,Yes,Fiber Optic,24,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.1,141.65,0.0,0,69.98,211.63,4,No,5592,0,0-12 Months,Medium
Male,77,No,Yes,Yes,No,0,Q3,Yes,7,69,,Yes,14.76,Yes,Yes,Fiber Optic,14,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,84.9,5785.65,0.0,0,1018.44,6804.09,3,No,4503,0,48+ Months,High
Male,71,No,Yes,Yes,Yes,1,Q3,Yes,1,58,Offer B,Yes,18.43,Yes,Yes,Fiber Optic,10,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,89.85,5125.75,0.0,130,1068.94,6324.69,3,No,5035,0,48+ Months,High
Male,77,No,Yes,Yes,Yes,2,Q3,No,0,66,,Yes,3.27,Yes,Yes,Fiber Optic,10,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,116.25,7862.25,0.0,0,215.82,8078.07,3,No,4578,0,48+ Months,High
Male,71,No,Yes,Yes,No,0,Q3,Yes,1,51,Offer B,No,0.0,No,Yes,DSL,21,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,29.45,1459.35,0.0,0,0.0,1459.35,4,No,6285,0,48+ Months,Low
Male,69,No,Yes,No,No,0,Q3,No,0,50,Offer B,Yes,25.23,Yes,Yes,DSL,23,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.35,3454.6,0.0,100,1261.5,4816.1,3,No,5596,0,48+ Months,Medium
Male,67,No,Yes,Yes,No,0,Q3,Yes,1,72,,Yes,17.71,Yes,Yes,Fiber Optic,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.55,7920.7,0.0,0,1275.12,9195.82,3,No,4086,0,48+ Months,High
Male,76,No,Yes,Yes,No,0,Q3,Yes,2,63,Offer B,No,0.0,No,Yes,DSL,7,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,36.1,2298.9,0.0,0,0.0,2298.9,3,No,5089,0,48+ Months,Low
Female,77,No,Yes,No,No,0,Q3,No,0,18,Offer D,Yes,37.53,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.35,369.6,0.0,0,675.54,1045.14,4,No,4713,0,12-24 Months,Low
Male,67,No,Yes,Yes,No,0,Q3,Yes,8,28,Offer C,Yes,24.35,Yes,Yes,Fiber Optic,15,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.8,2998.0,0.0,0,681.8,3679.8,3,No,4174,0,24-48 Months,High
Female,72,No,Yes,No,No,0,Q3,No,0,53,Offer B,Yes,34.58,No,Yes,Fiber Optic,28,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,96.75,5206.55,0.0,0,1832.74,7039.29,4,No,4766,0,48+ Months,High
Male,79,No,Yes,Yes,No,0,Q3,Yes,9,68,,No,0.0,No,Yes,Cable,28,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,41.95,2965.75,0.0,0,0.0,2965.75,3,No,5607,0,48+ Months,Low
Female,66,No,Yes,No,No,0,Q3,No,0,9,Offer E,Yes,40.0,Yes,Yes,Fiber Optic,4,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.1,816.8,0.0,0,360.0,1176.8,5,No,2893,0,0-12 Months,High
Female,68,No,Yes,No,No,0,Q3,No,0,54,Offer B,Yes,45.43,Yes,Yes,Cable,2,No,Yes,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,72.1,3886.05,0.0,0,2453.22,6339.27,5,No,4277,0,48+ Months,Medium
Male,78,No,Yes,No,No,0,Q3,No,0,64,Offer B,Yes,19.2,Yes,Yes,Fiber Optic,18,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.5,6548.65,0.0,0,1228.8,7777.45,3,No,5125,0,48+ Months,High
Male,76,No,Yes,Yes,No,0,Q3,Yes,5,72,,Yes,27.74,Yes,Yes,Fiber Optic,3,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,109.7,7898.45,0.0,0,1997.28,9895.73,4,No,4319,0,48+ Months,High
Female,72,No,Yes,Yes,No,0,Q3,Yes,5,72,,Yes,47.4,Yes,Yes,DSL,28,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.1,6129.65,0.0,0,3412.8,9542.45,3,No,4999,0,48+ Months,High
Male,68,No,Yes,No,No,0,Q3,No,0,16,Offer D,Yes,39.52,No,Yes,Fiber Optic,17,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,78.75,1218.25,0.0,0,632.32,1850.57,4,No,4351,0,12-24 Months,Medium
Female,80,No,Yes,Yes,No,0,Q3,Yes,3,3,Offer E,Yes,39.51,No,Yes,Fiber Optic,17,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.6,239.05,0.0,30,118.53,387.58,5,No,3711,0,0-12 Months,Medium
Female,76,No,Yes,Yes,No,0,Q3,Yes,5,27,Offer C,Yes,3.43,Yes,Yes,DSL,21,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,83.85,2310.2,0.0,0,92.61,2402.81,5,No,5907,0,24-48 Months,Medium
Female,78,No,Yes,No,No,0,Q3,No,0,35,Offer C,Yes,31.64,Yes,Yes,Fiber Optic,7,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.05,3554.6,0.0,0,1107.4,4662.0,4,No,3484,0,24-48 Months,High
Female,74,No,Yes,No,No,0,Q3,No,0,2,Offer E,Yes,19.09,No,Yes,DSL,30,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,43.95,85.1,0.0,0,38.18,123.28,5,No,4057,0,0-12 Months,Low
Female,70,No,Yes,Yes,No,0,Q3,Yes,9,72,,Yes,8.48,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.7,1937.4,0.0,0,610.56,2547.96,3,No,5079,0,48+ Months,Low
Male,66,No,Yes,No,No,0,Q3,No,0,68,,Yes,19.67,Yes,Yes,Fiber Optic,28,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.9,6503.2,0.0,0,1337.56,7840.76,3,No,5080,0,48+ Months,High
Female,67,No,Yes,Yes,No,0,Q3,Yes,8,67,,Yes,38.47,Yes,Yes,Fiber Optic,20,Yes,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,107.05,7142.5,0.0,0,2577.49,9719.99,3,No,4126,0,48+ Months,High
Female,68,No,Yes,Yes,No,0,Q3,Yes,5,13,,No,0.0,No,Yes,DSL,9,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,45.3,528.45,0.0,0,0.0,528.45,4,No,4118,0,12-24 Months,Low
Male,65,No,Yes,Yes,No,0,Q3,Yes,8,22,,Yes,22.38,No,Yes,Fiber Optic,14,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.75,1938.9,0.0,0,492.36,2431.26,3,No,4180,0,12-24 Months,High
Male,76,No,Yes,Yes,No,0,Q3,Yes,7,51,Offer B,Yes,2.21,Yes,Yes,Fiber Optic,10,Yes,No,Yes,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,93.65,4839.15,0.0,0,112.71,4951.86,4,No,4163,0,48+ Months,High
Male,74,No,Yes,Yes,Yes,3,Q3,Yes,1,71,,Yes,46.11,Yes,Yes,DSL,20,No,Yes,Yes,Yes,No,Yes,No,No,One Year,Yes,Bank Withdrawal,72.9,5139.65,0.0,20,3273.81,8433.46,4,No,6404,0,48+ Months,Medium
Male,72,No,Yes,No,No,0,Q3,No,0,57,Offer B,Yes,9.1,Yes,Yes,DSL,16,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,79.75,4438.2,0.0,0,518.7,4956.9,4,No,5371,0,48+ Months,Medium
Female,69,No,Yes,Yes,No,0,Q3,Yes,9,62,Offer B,Yes,24.62,No,Yes,DSL,29,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,79.95,4819.75,0.0,0,1526.44,6346.19,4,No,6488,0,48+ Months,Medium
Female,72,No,Yes,Yes,No,0,Q3,Yes,1,70,,Yes,33.74,Yes,Yes,Fiber Optic,24,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,105.55,7195.35,0.0,0,2361.8,9557.15,4,No,4605,0,48+ Months,High
Female,80,No,Yes,No,No,0,Q3,No,0,45,,Yes,4.14,No,Yes,Fiber Optic,20,Yes,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,85.7,3778.1,0.0,50,186.3,4014.4,4,No,5397,0,24-48 Months,High
Female,77,No,Yes,Yes,No,0,Q3,Yes,1,57,,Yes,23.05,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,94.0,5438.95,0.0,0,1313.85,6752.8,5,No,6015,0,48+ Months,High
Female,65,No,Yes,No,No,0,Q3,No,0,18,,Yes,1.27,Yes,Yes,Fiber Optic,3,No,Yes,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,103.6,1806.35,0.0,10,22.86,1839.21,4,No,2094,0,12-24 Months,High
Male,69,No,Yes,No,No,0,Q3,No,0,6,Offer E,Yes,48.32,No,Yes,Fiber Optic,11,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.7,497.6,0.0,0,289.92,787.52,5,No,2893,0,0-12 Months,Medium
Male,71,No,Yes,No,No,0,Q3,No,0,1,,Yes,40.38,No,Yes,DSL,6,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.85,45.85,0.0,0,40.38,86.23,5,No,5715,0,0-12 Months,Low
Female,68,No,Yes,No,No,0,Q3,No,0,71,Offer A,Yes,3.91,Yes,Yes,Fiber Optic,12,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,99.65,7181.25,0.0,0,277.61,7458.86,4,No,5448,0,48+ Months,High
Male,69,No,Yes,No,No,0,Q3,No,0,51,,Yes,4.14,No,Yes,Fiber Optic,21,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.0,4905.75,0.0,0,211.14,5116.89,4,No,6034,0,48+ Months,High
Female,75,No,Yes,Yes,No,0,Q3,Yes,1,56,,Yes,26.82,Yes,Yes,Cable,18,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,68.45,4014.0,0.0,0,1501.92,5515.92,4,No,4368,0,48+ Months,Medium
Female,77,No,Yes,No,No,0,Q3,No,0,64,,No,0.0,No,Yes,DSL,21,No,Yes,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,43.85,2751.0,0.0,30,0.0,2781.0,5,No,6055,0,48+ Months,Low
Male,66,No,Yes,No,No,0,Q3,No,0,68,Offer A,Yes,10.48,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.0,1396.0,0.0,0,712.64,2108.64,5,No,6136,0,48+ Months,Low
Male,79,No,Yes,No,No,0,Q3,No,0,67,Offer A,Yes,28.88,Yes,Yes,DSL,11,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,64.55,4250.1,0.0,0,1934.96,6185.06,3,No,4494,0,48+ Months,Medium
Female,66,No,Yes,Yes,No,0,Q3,Yes,3,42,,Yes,22.89,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.55,3930.6,0.0,0,961.38,4891.98,3,No,4121,0,24-48 Months,High
Female,77,No,Yes,Yes,No,0,Q3,Yes,1,61,,Yes,33.75,Yes,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,94.2,5895.45,0.0,0,2058.75,7954.2,3,No,5274,0,48+ Months,High
Female,77,No,Yes,Yes,No,0,Q3,Yes,1,53,,Yes,47.64,No,Yes,Fiber Optic,25,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,94.0,4871.45,0.0,0,2524.92,7396.37,3,No,6355,0,48+ Months,High
Female,72,No,Yes,No,No,0,Q3,No,0,35,Offer C,Yes,10.73,Yes,Yes,Fiber Optic,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,108.35,3726.15,0.0,0,375.55,4101.7,3,No,5139,0,24-48 Months,High
Male,78,No,Yes,Yes,No,0,Q3,Yes,8,72,Offer A,No,0.0,No,Yes,Cable,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,63.1,4685.55,0.0,0,0.0,4685.55,3,No,4933,0,48+ Months,Medium
Male,80,No,Yes,Yes,No,0,Q3,Yes,4,34,Offer C,Yes,29.66,No,Yes,Fiber Optic,29,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.2,2874.45,0.0,0,1008.44,3882.89,5,No,5393,0,24-48 Months,High
Female,77,No,Yes,Yes,No,0,Q3,Yes,2,63,,Yes,18.14,Yes,Yes,Fiber Optic,2,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.5,6479.4,0.0,0,1142.82,7622.22,4,No,5187,0,48+ Months,High
Female,75,No,Yes,No,No,0,Q3,No,0,6,,No,0.0,No,Yes,DSL,24,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.4,263.05,0.0,0,0.0,263.05,5,No,4611,0,0-12 Months,Low
Male,67,No,Yes,Yes,No,0,Q3,Yes,2,55,,Yes,9.08,Yes,Yes,Cable,23,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,60.0,3316.1,0.0,0,499.4,3815.5,4,No,4212,0,48+ Months,Medium
Male,37,No,No,No,No,0,Q3,No,0,2,,Yes,10.47,No,Yes,DSL,21,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,53.85,108.15,0.0,0,20.94,129.09,1,Yes,3239,1,0-12 Months,Medium
Female,19,Yes,No,No,Yes,2,Q3,No,0,2,,Yes,9.12,No,Yes,Fiber Optic,51,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.7,151.65,0.0,0,18.24,169.89,2,Yes,2701,1,0-12 Months,Medium
Female,31,No,No,No,Yes,2,Q3,No,0,8,,Yes,12.15,Yes,Yes,Cable,26,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.65,820.5,0.0,0,97.2,917.7,3,Yes,5372,1,0-12 Months,High
Female,23,Yes,No,Yes,Yes,3,Q3,No,0,28,Offer C,Yes,4.89,Yes,Yes,Fiber Optic,47,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.8,3046.05,0.0,0,136.92,3182.97,3,Yes,5003,1,24-48 Months,High
Male,38,No,No,No,Yes,1,Q3,No,0,49,,Yes,44.33,Yes,Yes,Fiber Optic,11,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.7,5036.3,0.0,0,2172.17,7208.47,1,Yes,5340,1,48+ Months,High
Female,21,Yes,No,Yes,No,0,Q3,Yes,6,10,,Yes,9.41,No,Yes,Cable,69,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,55.2,528.35,0.0,0,94.1,622.45,1,Yes,5925,1,0-12 Months,Medium
Male,29,Yes,No,No,No,0,Q3,No,0,1,,Yes,33.58,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.15,20.15,0.0,0,33.58,53.73,1,Yes,4832,1,0-12 Months,Low
Male,61,No,No,Yes,Yes,1,Q3,Yes,1,47,,Yes,31.35,Yes,Yes,Fiber Optic,16,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.35,4749.15,0.0,0,1473.45,6222.6,1,Yes,5789,1,24-48 Months,High
Male,27,Yes,No,Yes,No,0,Q3,Yes,1,1,,No,0.0,No,Yes,DSL,58,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30.2,30.2,0.0,0,0.0,30.2,1,Yes,2915,1,0-12 Months,Low
Female,20,Yes,No,No,No,0,Q3,No,0,17,,Yes,40.55,No,Yes,Cable,41,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,64.7,1093.1,0.0,0,689.35,1782.45,1,Yes,3022,1,12-24 Months,Medium
Male,56,No,No,No,Yes,3,Q3,No,0,5,,Yes,12.6,No,Yes,Fiber Optic,58,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.7,316.9,0.0,0,63.0,379.9,1,Yes,2454,1,0-12 Months,Medium
Male,51,No,No,No,Yes,1,Q3,No,0,34,Offer C,Yes,21.69,Yes,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.35,3549.25,0.0,0,737.46,4286.71,2,Yes,2941,1,24-48 Months,High
Female,48,No,No,No,Yes,2,Q3,No,0,11,,Yes,27.57,Yes,Yes,Cable,18,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.85,1105.4,0.0,0,303.27,1408.67,3,Yes,5674,1,0-12 Months,High
Female,32,No,No,No,Yes,2,Q3,No,0,2,,Yes,5.85,No,Yes,Fiber Optic,19,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.65,144.15,0.0,20,11.7,175.85,1,Yes,5586,1,0-12 Months,Medium
Female,34,No,No,No,Yes,1,Q3,No,0,15,,Yes,3.96,No,Yes,Fiber Optic,20,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.1,1426.4,0.0,0,59.4,1485.8,1,Yes,2966,1,12-24 Months,High
Female,41,No,No,No,Yes,2,Q3,No,0,9,,Yes,27.21,Yes,Yes,Fiber Optic,29,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,94.4,857.25,0.0,0,244.89,1102.14,3,Yes,5571,1,0-12 Months,High
Female,32,No,No,No,Yes,3,Q3,No,0,1,,Yes,13.13,No,Yes,Fiber Optic,57,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.35,79.35,0.0,0,13.13,92.48,1,Yes,2483,1,0-12 Months,Medium
Female,34,No,No,Yes,Yes,5,Q3,Yes,1,7,,Yes,8.69,No,Yes,Fiber Optic,53,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.15,496.9,0.0,0,60.83,557.73,1,Yes,3457,1,0-12 Months,Medium
Female,34,No,No,No,Yes,3,Q3,No,0,12,,Yes,25.34,Yes,Yes,Fiber Optic,56,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,78.95,927.35,0.0,80,304.08,1311.43,1,Yes,5806,1,0-12 Months,Medium
Male,30,No,No,No,No,0,Q3,No,0,5,Offer E,Yes,34.26,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,21.05,113.85,0.0,0,171.3,285.15,3,Yes,2604,1,0-12 Months,Low
Male,26,Yes,No,Yes,No,0,Q3,Yes,4,68,Offer A,Yes,14.79,Yes,Yes,Fiber Optic,47,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.0,7611.85,0.0,0,1005.72,8617.57,2,Yes,5034,1,48+ Months,High
Male,37,No,No,Yes,Yes,1,Q3,No,0,55,,Yes,49.06,Yes,Yes,Fiber Optic,27,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.75,5238.9,0.0,0,2698.3,7937.2,1,Yes,5154,1,48+ Months,High
Female,62,No,No,Yes,Yes,2,Q3,Yes,1,10,,Yes,24.48,Yes,Yes,Fiber Optic,30,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.25,1064.65,0.0,0,244.8,1309.45,2,Yes,5998,1,0-12 Months,High
Male,21,Yes,No,No,Yes,2,Q3,No,0,3,Offer E,Yes,14.6,Yes,Yes,Fiber Optic,71,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.4,229.55,8.74,0,43.8,264.61,1,Yes,4415,1,0-12 Months,Medium
Female,27,Yes,No,Yes,No,0,Q3,Yes,6,25,Offer C,No,0.0,No,Yes,DSL,48,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,58.6,1502.65,4.48,0,0.0,1498.17,1,Yes,4190,1,24-48 Months,Medium
Male,64,No,No,No,No,0,Q3,No,0,1,Offer E,No,0.0,No,Yes,DSL,22,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,35.45,35.45,0.0,0,0.0,35.45,3,Yes,2301,1,0-12 Months,Low
Male,45,No,No,No,No,0,Q3,No,0,2,Offer E,Yes,46.84,No,Yes,DSL,3,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.35,81.25,0.0,0,93.68,174.93,3,Yes,2570,1,0-12 Months,Low
Female,53,No,No,No,No,0,Q3,No,0,8,Offer E,Yes,48.14,Yes,Yes,DSL,18,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,71.15,563.65,0.0,0,385.12,948.77,1,Yes,2662,1,0-12 Months,Medium
Male,63,No,No,No,No,0,Q3,No,0,1,Offer E,Yes,14.12,No,Yes,Cable,24,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.65,45.65,0.0,0,14.12,59.77,1,Yes,2600,1,0-12 Months,Low
Male,32,No,No,No,Yes,4,Q3,No,0,7,Offer E,Yes,20.52,Yes,Yes,Cable,28,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Credit Card,95.0,655.5,36.6,10,143.64,772.54,1,Yes,2786,1,0-12 Months,High
Female,26,Yes,No,Yes,Yes,1,Q3,Yes,5,20,,Yes,36.6,Yes,Yes,Fiber Optic,51,Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,82.4,1592.35,33.43,0,732.0,2290.92,1,Yes,5719,1,12-24 Months,Medium
